Model_Name,Product_Line,Segment,CPU_Vendor,CPU_Model,CPU_Generation,GPU_Type,GPU_Name,GPU_VRAM_GB,RAM_GB,Storage_GB,Screen_Size_Inches,Screen_Panel_Type,Screen_Refresh_Rate_Hz,Screen_Touch,Battery_Whr,Price_VND
Inspiron 5752,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,54,15100000
Vostro 5449,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,60,No,41,16810000
G15 9271,G Series,Gaming,Intel,Core i5,14,Dedicated,NVIDIA RTX 3060,6,16,512,13.3,IPS,165,No,70,39600000
Inspiron 3738,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,Yes,54,15940000
Latitude 3091,Latitude,Business/Ultrabook,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,32,512,13.3,IPS,60,No,54,28390000
Vostro 5931,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,512,14,IPS,60,No,41,16650000
Inspiron 5203,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,16,256,15.6,Standard,60,No,41,14030000
Vostro 3494,Vostro,Business,Intel,Core i5,12,Dedicated,NVIDIA RTX 3050,4,16,256,17.3,IPS,60,No,41,22880000
G15 5042,G Series,Gaming,Intel,Core i5,12,Dedicated,Intel Arc A370M,4,16,512,14,IPS,120,No,60,33550000
Inspiron 7677,Inspiron,Consumer,Intel,Core i7,12,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,64,19140000
Inspiron 7925,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,13.3,IPS,60,No,41,17820000
G15 1997,G Series,Gaming,AMD,Ryzen 5,6000,Dedicated,NVIDIA RTX 3060,6,32,256,14,Standard,144,No,54,39690000
Inspiron 5371,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,15.6,IPS,60,No,60,16870000
Inspiron 5518,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,512,14,IPS,60,Yes,41,13730000
Vostro 5463,Vostro,Business,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,256,15.6,Standard,60,No,54,19260000
Vostro 3138,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,16,256,15.6,IPS,120,No,54,16420000
G15 3616,G Series,Gaming,AMD,Ryzen 7,6000,Dedicated,AMD Radeon RX 6500M,4,8,512,14,Standard,144,No,54,35720000
G15 5379,G Series,Gaming,Intel,Core i7,13,Dedicated,AMD Radeon RX 6500M,4,16,2000,15.6,Standard,165,No,70,36830000
XPS 1429,XPS,Ultrabook/Premium,Intel,Core i7,14,Dedicated,NVIDIA RTX 4050,6,8,512,14,IPS,120,No,64,44770000
Inspiron 7737,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,OLED,60,No,41,17850000
Latitude 5068,Latitude,Business/Ultrabook,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,14,Standard,60,No,64,27000000
XPS 1566,XPS,Ultrabook/Premium,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,1000,15.6,OLED,90,No,54,38870000
Inspiron 5365,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,60,17450000
Vostro 7952,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,IPS,60,No,54,19080000
Inspiron 5408,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,512,13.3,Standard,60,No,41,15710000
G15 8691,G Series,Gaming,AMD,Ryzen 3,6000,Dedicated,NVIDIA RTX 3050,6,32,512,13.3,IPS,120,No,70,35290000
Vostro 5137,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,512,15.6,Standard,60,No,41,17030000
XPS 1348,XPS,Ultrabook/Premium,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,16,1000,13.3,OLED,60,No,60,44490000
Inspiron 5870,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,14,Standard,60,No,41,18860000
XPS 1317,XPS,Ultrabook/Premium,Intel,Core i5,14,Dedicated,AMD Radeon RX 7600S,8,16,512,13.3,IPS,60,Yes,70,41930000
Inspiron 7603,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,16,512,16,Standard,90,No,54,15300000
Vostro 3133,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,1000,15.6,Standard,60,No,64,17940000
Inspiron 5184,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,14,IPS,60,No,54,17070000
Inspiron 5188,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,16,512,14,Standard,60,No,54,17710000
Inspiron 5916,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,1000,15.6,IPS,60,No,64,18180000
Vostro 7265,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,13.3,Standard,60,No,41,16410000
Inspiron 3767,Inspiron,Consumer,Intel,Core i5,14,Dedicated,NVIDIA RTX 3050,6,16,256,15.6,IPS,90,No,54,24010000
Inspiron 5163,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,13.3,IPS,165,No,54,17290000
Inspiron 7154,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,256,14,Standard,60,No,41,14140000
Inspiron 3499,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,14,Standard,60,No,54,18160000
Vostro 7683,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,13.3,Standard,90,No,41,16420000
Inspiron 5661,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,No,54,16600000
Inspiron 3845,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,256,13.3,IPS,60,No,54,13810000
Vostro 5768,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,41,13150000
Inspiron 3566,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,64,12870000
Vostro 3165,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,512,13.3,Standard,60,No,41,18200000
Inspiron 7746,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,16,256,16,Standard,60,No,54,14300000
Inspiron 3457,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,14,IPS,60,No,54,16910000
Inspiron 5981,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,41,14560000
Inspiron 7667,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,15.6,IPS,60,No,41,15570000
Inspiron 7567,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,256,15.6,Standard,60,No,41,16400000
Inspiron 7959,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,15.6,IPS,60,No,41,15810000
Inspiron 3242,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,54,16280000
Vostro 3765,Vostro,Business,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,Yes,54,14120000
G15 9655,G Series,Gaming,Intel,Core i5,13,Dedicated,AMD Radeon RX 7600S,8,16,512,14,Standard,165,No,64,37100000
G15 2094,G Series,Gaming,AMD,Ryzen 5,7000,Dedicated,NVIDIA RTX 3060,6,16,512,14,IPS,144,Yes,54,37670000
Vostro 7857,Vostro,Business,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,512,17.3,Standard,60,No,41,14270000
Vostro 5170,Vostro,Business,AMD,Ryzen 7,6000,Integrated,AMD Radeon Graphics,0,8,2000,15.6,Standard,60,No,41,23810000
Inspiron 3364,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,8,256,17.3,IPS,60,No,41,16110000
XPS 1372,XPS,Ultrabook/Premium,AMD,Ryzen 5,7000,Dedicated,AMD Radeon RX 6500M,4,32,256,13.3,IPS,60,Yes,54,41980000
Inspiron 5960,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,13280000
Alienware m16 5153,Alienware,Gaming,AMD,Ryzen 5,5000,Dedicated,NVIDIA RTX 4050,6,8,256,16,OLED,120,No,54,55730000
Vostro 3331,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,54,17200000
Inspiron 3649,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,15.6,IPS,60,No,41,16140000
Inspiron 5649,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,13.3,IPS,90,Yes,41,15350000
Latitude 3015,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,17.3,IPS,60,No,70,28680000
Inspiron 3374,Inspiron,Consumer,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,512,14,IPS,60,Yes,54,23330000
Inspiron 5846,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,13360000
Inspiron 7270,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,54,13180000
Vostro 7805,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,15.6,IPS,60,No,41,16070000
Inspiron 7630,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,16,512,15.6,OLED,60,No,41,18070000
Inspiron 7440,Inspiron,Consumer,AMD,Ryzen 5,7000,Dedicated,NVIDIA MX550,2,8,512,14,Standard,60,No,54,17400000
Inspiron 5995,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,14,Standard,60,No,54,16530000
Inspiron 7129,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,IPS,60,No,54,17350000
Vostro 7828,Vostro,Business,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,41,13320000
Inspiron 3885,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,15.6,Standard,60,No,54,17620000
Vostro 7348,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,54,17040000
Vostro 5624,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,13.3,Standard,60,No,60,17690000
Inspiron 5905,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,512,16,IPS,60,No,41,14100000
Inspiron 5701,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,512,14,IPS,60,No,60,14850000
Inspiron 7682,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,256,17.3,IPS,60,No,54,15400000
XPS 1436,XPS,Ultrabook/Premium,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,14,IPS,60,Yes,70,35720000
Vostro 3197,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,13.3,Standard,60,No,80,15340000
Vostro 7964,Vostro,Business,Intel,Core i7,13,Dedicated,NVIDIA MX550,2,8,256,14,IPS,60,No,54,21830000
Vostro 7792,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,15.6,IPS,60,No,41,14630000
Vostro 5887,Vostro,Business,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,32,256,15.6,Standard,60,No,54,20750000
Inspiron 5288,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,15.6,IPS,60,No,60,12860000
Vostro 7316,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,13.3,Standard,60,No,54,13870000
Vostro 5423,Vostro,Business,Intel,Core i5,13,Dedicated,AMD Radeon RX 6500M,4,8,256,15.6,Standard,60,No,54,18430000
Inspiron 7920,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,60,No,54,17210000
Vostro 3623,Vostro,Business,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,512,15.6,IPS,60,No,41,14610000
Inspiron 5445,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,15.6,IPS,60,No,41,17490000
Vostro 3163,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,120,No,41,19390000
Vostro 3414,Vostro,Business,AMD,Ryzen 3,7000,Dedicated,NVIDIA MX550,2,8,256,15.6,IPS,60,No,54,15730000
Inspiron 3617,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,14,Standard,60,No,54,17260000
Inspiron 7868,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,17.3,Standard,60,No,54,18490000
Inspiron 7343,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,54,13990000
Vostro 5935,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,Standard,60,No,41,17450000
XPS 1456,XPS,Ultrabook/Premium,Intel,Core Ultra 5,Ultra,Integrated,Intel Arc Graphics (Integrated),0,32,2000,14,IPS,60,No,64,39560000
Inspiron 3134,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,1000,15.6,Standard,60,No,54,14380000
Latitude 9083,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,15.6,Standard,120,No,70,29290000
Vostro 7531,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,13.3,Standard,60,No,60,14780000
Vostro 5909,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,14710000
Inspiron 5899,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,16,Standard,60,No,54,18970000
Inspiron 3814,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,Yes,41,17210000
Vostro 7628,Vostro,Business,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,8,256,15.6,Standard,60,No,54,13100000
Inspiron 7350,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,512,13.3,Standard,60,No,54,12690000
Inspiron 7385,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,14,Standard,60,No,54,17710000
Inspiron 5515,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,14,Standard,60,No,54,18450000
Inspiron 5947,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,512,15.6,OLED,60,No,60,20940000
Inspiron 5520,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,256,15.6,Standard,60,No,41,17900000
Latitude 3064,Latitude,Business/Ultrabook,AMD,Ryzen 5,6000,Dedicated,NVIDIA RTX 3050,6,16,1000,14,Standard,60,No,54,33570000
Inspiron 3987,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,2000,16,IPS,90,No,54,21950000
Inspiron 5992,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,1000,13.3,Standard,60,Yes,54,20910000
Vostro 5563,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,15.6,OLED,60,No,41,19610000
Inspiron 5124,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,16,IPS,90,No,54,16910000
Latitude 5095,Latitude,Business/Ultrabook,Intel,Core i7,14,Integrated,Intel Iris Xe,0,16,512,14,IPS,60,No,54,31510000
Inspiron 5836,Inspiron,Consumer,Intel,Core i7,14,Dedicated,NVIDIA RTX 3060,6,16,2000,14,IPS,60,No,41,24140000
G15 8373,G Series,Gaming,Intel,Core i5,13,Dedicated,NVIDIA RTX 3050,4,16,1000,15.6,Standard,120,No,80,36060000
Vostro 3276,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,15.6,IPS,60,Yes,54,17530000
XPS 1480,XPS,Ultrabook/Premium,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,16,2000,14,IPS,60,No,60,35970000
Inspiron 5385,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,256,15.6,IPS,60,No,41,17840000
G16 8488,G Series,Gaming,AMD,Ryzen 5,6000,Dedicated,NVIDIA RTX 3060,6,16,2000,16,IPS,90,Yes,60,37900000
Vostro 3168,Vostro,Business,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,1000,15.6,IPS,60,No,54,19030000
Inspiron 5393,Inspiron,Consumer,Intel,Core i3,13,Integrated,Intel UHD Graphics,0,32,512,14,IPS,60,No,54,17140000
Inspiron 7942,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,256,14,IPS,60,No,54,14480000
G15 9898,G Series,Gaming,Intel,Core Ultra 7,Ultra,Dedicated,NVIDIA RTX 3050,4,16,512,13.3,Standard,120,Yes,60,37860000
Inspiron 5271,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,17.3,Standard,120,No,54,16550000
Inspiron 3278,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,60,15970000
Inspiron 3685,Inspiron,Consumer,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,60,No,54,16610000
Inspiron 7499,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,14,IPS,60,No,60,12810000
Inspiron 5271,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,60,Yes,41,16400000
Inspiron 5579,Inspiron,Consumer,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,41,15180000
Inspiron 3891,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,13.3,Standard,60,Yes,41,16790000
G15 4139,G Series,Gaming,Intel,Core i7,13,Dedicated,NVIDIA RTX 4060,8,32,2000,14,IPS,165,No,64,45350000
Inspiron 5527,Inspiron,Consumer,Intel,Core i5,14,Dedicated,NVIDIA MX550,2,8,256,15.6,IPS,120,No,54,17880000
XPS 1559,XPS,Ultrabook/Premium,Intel,Core Ultra 7,Ultra,Dedicated,NVIDIA RTX 3060,6,16,1000,15.6,IPS,60,No,54,46790000
Inspiron 5995,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,14,Standard,60,No,41,17180000
Inspiron 7401,Inspiron,Consumer,Intel,Core i3,12,Integrated,Intel UHD Graphics,0,8,256,13.3,Standard,60,No,54,12330000
Latitude 5045,Latitude,Business/Ultrabook,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,15.6,OLED,60,No,41,28250000
Inspiron 3543,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,16,Standard,60,Yes,41,13090000
Inspiron 3290,Inspiron,Consumer,AMD,Ryzen 5,7000,Dedicated,NVIDIA MX550,2,16,512,15.6,Standard,60,No,54,20790000
Vostro 7438,Vostro,Business,AMD,Ryzen 5,5000,Integrated,AMD Radeon Graphics,0,8,1000,15.6,Standard,60,Yes,54,18190000
Vostro 3892,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,15.6,IPS,90,No,54,18250000
Inspiron 3701,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,512,13.3,Standard,60,No,60,17300000
Inspiron 3935,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,IPS,60,No,41,16510000
Inspiron 3208,Inspiron,Consumer,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,512,13.3,IPS,60,No,41,16560000
G15 1033,G Series,Gaming,Intel,Core i7,13,Integrated,Intel Iris Xe,0,8,1000,15.6,Standard,90,No,80,32020000
Latitude 7059,Latitude,Business/Ultrabook,Intel,Core i7,12,Integrated,Intel Iris Xe,0,32,512,15.6,IPS,60,No,54,33730000
Vostro 3689,Vostro,Business,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,41,12440000
Inspiron 5427,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,512,15.6,Standard,120,No,54,16810000
Inspiron 3982,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,14,Standard,60,No,54,16710000
Vostro 7392,Vostro,Business,Intel,Core i7,12,Integrated,Intel Iris Xe,0,16,512,15.6,IPS,90,No,54,21050000
XPS 1551,XPS,Ultrabook/Premium,Intel,Core i7,12,Integrated,Intel Iris Xe,0,16,256,15.6,IPS,60,No,60,38330000
Latitude 7035,Latitude,Business/Ultrabook,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,32,2000,14,IPS,60,Yes,54,35460000
G15 1996,G Series,Gaming,Intel,Core i7,14,Dedicated,NVIDIA RTX 3050,4,16,256,14,IPS,144,No,64,37810000
Inspiron 3130,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,1000,13.3,Standard,60,No,60,15290000
G16 2553,G Series,Gaming,AMD,Ryzen 3,7000,Dedicated,AMD Radeon RX 7600S,8,16,512,16,Standard,165,No,54,37360000
Inspiron 5546,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,IPS,60,No,54,19560000
Latitude 3062,Latitude,Business/Ultrabook,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,32,512,15.6,Standard,60,No,54,30950000
Vostro 7208,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,8,256,16,Standard,60,No,41,16350000
Latitude 3093,Latitude,Business/Ultrabook,Intel,Core i7,13,Integrated,Intel Iris Xe,0,32,1000,17.3,Standard,120,No,70,35780000
Inspiron 3915,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,512,14,Standard,60,Yes,41,19580000
Inspiron 7562,Inspiron,Consumer,Intel,Core i3,14,Integrated,Intel UHD Graphics,0,8,256,14,Standard,60,No,41,12500000
Inspiron 3271,Inspiron,Consumer,Intel,Core i5,14,Integrated,Intel Iris Xe,0,8,256,14,Standard,60,No,54,17010000
Vostro 7668,Vostro,Business,Intel,Core i7,13,Integrated,Intel Iris Xe,0,16,512,16,Standard,60,No,41,21630000
Vostro 3687,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,17430000
Inspiron 3310,Inspiron,Consumer,AMD,Ryzen 5,7000,Dedicated,Intel Arc A370M,4,8,256,14,IPS,60,No,60,19860000
Inspiron 3751,Inspiron,Consumer,AMD,Ryzen 3,5000,Integrated,AMD Radeon Graphics,0,8,512,15.6,IPS,60,No,54,13000000
Inspiron 5786,Inspiron,Consumer,AMD,Ryzen 5,6000,Integrated,AMD Radeon Graphics,0,16,512,14,IPS,60,No,54,19370000
Vostro 3754,Vostro,Business,Intel,Core i7,12,Integrated,Intel Iris Xe,0,8,2000,14,Standard,90,No,41,23940000
Vostro 3565,Vostro,Business,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,512,14,IPS,60,No,41,19420000
Vostro 7139,Vostro,Business,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,1000,15.6,Standard,60,No,54,18260000
Inspiron 7179,Inspiron,Consumer,Intel,Core Ultra 5,Ultra,Dedicated,AMD Radeon RX 6500M,4,16,1000,14,IPS,60,No,41,23320000
G15 8793,G Series,Gaming,Intel,Core Ultra 7,Ultra,Dedicated,NVIDIA RTX 3050,6,32,512,14,Standard,144,Yes,80,40950000
G15 9149,G Series,Gaming,Intel,Core i7,14,Dedicated,AMD Radeon RX 7600S,8,32,512,15.6,IPS,144,No,41,46300000
G15 1576,G Series,Gaming,AMD,Ryzen 7,7000,Dedicated,AMD Radeon RX 7600S,8,16,1000,15.6,IPS,120,No,54,43060000
G15 9693,G Series,Gaming,Intel,Core i7,14,Dedicated,NVIDIA RTX 3060,6,32,512,15.6,IPS,165,Yes,54,43260000
Vostro 5113,Vostro,Business,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,16,512,15.6,Standard,120,No,41,18240000
Latitude 3039,Latitude,Business/Ultrabook,Intel,Core i5,12,Integrated,Intel UHD Graphics,0,16,2000,17.3,Standard,60,No,60,30470000
Latitude 5075,Latitude,Business/Ultrabook,AMD,Ryzen 7,7000,Integrated,AMD Radeon Graphics,0,16,1000,15.6,Standard,60,Yes,54,31290000
Vostro 5987,Vostro,Business,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,8,256,14,IPS,60,No,41,14300000
Inspiron 5314,Inspiron,Consumer,Intel,Core i3,13,Dedicated,NVIDIA MX550,2,8,512,15.6,IPS,60,No,41,16040000
G15 5963,G Series,Gaming,AMD,Ryzen 5,6000,Dedicated,AMD Radeon RX 6500M,4,16,256,15.6,Standard,165,No,70,33120000
Vostro 3723,Vostro,Business,Intel,Core i7,14,Integrated,Intel Iris Xe,0,8,256,15.6,IPS,60,No,54,20500000
Inspiron 7459,Inspiron,Consumer,AMD,Ryzen 3,7000,Integrated,AMD Radeon Graphics,0,8,512,14,Standard,60,No,54,14880000
Inspiron 7781,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,8,256,15.6,Standard,60,No,41,16640000
Inspiron 7534,Inspiron,Consumer,AMD,Ryzen 5,7000,Integrated,AMD Radeon Graphics,0,16,256,13.3,IPS,165,No,54,20020000
Vostro 5670,Vostro,Business,Intel,Core i5,13,Integrated,Intel Iris Xe,0,16,512,16,Standard,60,No,54,19870000
Vostro 7790,Vostro,Business,AMD,Ryzen 3,7000,Dedicated,NVIDIA RTX 4050,6,16,256,14,IPS,60,No,60,23530000
Inspiron 3519,Inspiron,Consumer,AMD,Ryzen 3,6000,Integrated,AMD Radeon Graphics,0,16,512,13.3,Standard,60,No,54,14520000
Latitude 5059,Latitude,Business/Ultrabook,Intel,Core i5,14,Integrated,Intel Iris Xe,0,16,256,14,Standard,90,Yes,54,27300000
